country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,year
Turkmenistan,62.26484813401092,73.1998975135322,2.9491110778463447,45.665188760469405,10314.965934138965,2.196600871999858,67.95841779801762,2.8867865355279823,4470.867485974091,2012
Turkmenistan,59.900002381964555,75.33057950120686,2.87735838737414,45.37882994706469,10730.612785054536,2.180034764857993,69.95503692085882,2.942334672288825,4407.647770795335,2013
Turkmenistan,57.642789614270065,73.52571745064337,2.7459293939129807,45.088827775670715,11187.61030171962,2.1966158652372125,70.74559862498863,2.916294736982176,4580.760177036004,2014
Turkmenistan,55.7216523907634,73.07244814809467,2.721367256215442,46.912618979497424,10844.328727426844,2.2700601526380937,68.22828196281557,2.882436439053805,4434.731120949438,2015
Turkmenistan,54.04823815640101,75.96121990507949,2.806569883386574,46.36635152532925,10716.263124590256,2.163046654306402,69.6792113442977,2.88288772836404,4278.1543090415435,2016
Turkmenistan,56.28381800633473,76.68412808176306,2.807939249497958,44.56025923113756,10884.63015426214,2.200489297432652,68.24826944468893,2.8729030953699044,4242.684213223395,2017
Turkmenistan,57.06455658650987,76.46725139061726,2.7106224022391014,45.91061805822819,10649.345810995808,2.2369484902061085,65.77469799569364,2.752405281917592,4359.384292319109,2018
Turkmenistan,58.92892131817598,75.15215544823678,2.582773825653893,47.208109906370886,10455.447076234124,2.3205382565527217,65.82186177373077,2.8756447046343445,4186.932213988654,2019
Turkmenistan,58.73169508640025,73.94850845610975,2.5943445566973447,45.12305190019543,10337.449503984135,2.2265943056849578,65.73025891205565,2.883746739323018,4373.239509785319,2020
Turkmenistan,61.57410864589427,76.61554264172932,2.524084648263207,45.51760984996092,10263.286133768723,2.130071003899651,64.12791627048176,2.789424650188955,4489.57886240182,2021
Turkmenistan,63.211820064964854,74.94452873780746,2.5761270385287944,45.92892966725583,10480.306062481714,2.0433501380758705,65.79965550653533,2.7218995710367277,4296.428263940497,2022
Turkmenistan,62.81966308606917,75.0924950497911,2.498820748248937,46.55079391379022,10306.051513760372,2.050141536218647,67.48817105526204,2.731541049430855,4400.275437766025,2023
Uganda,83.99681679715093,17.91790759353367,9.356860866984809,28.795440788313318,1532.0711311160646,10.347193960055419,56.652326605838404,6.155515495807747,590.1726928147567,2001
Uganda,84.3062492129833,18.30833057625084,9.194476813168087,27.68523088804174,1593.2326983324256,10.058518437885624,54.82975327229658,6.213721267317485,562.4245812747859,2002
Uganda,81.50491455630791,19.047576977291545,9.541499958600147,28.372676543710053,1606.1311736872099,9.618204058476106,57.417619702363076,6.182712858905824,556.6531463225738,2003
Uganda,80.15779516276842,18.327131533563893,9.75477753539355,29.532513543881265,1610.783774691675,9.194027590991709,59.05366954321223,6.0345053803856965,583.8543548974102,2004
Uganda,83.88845991561135,18.6156929426986,9.55043596940409,28.83854969322429,1539.7877653634832,8.749393459788523,56.697766196747054,6.148751776130038,574.6021651206189,2005
Uganda,82.0208335376892,17.883784572455674,9.54136611364906,28.99395049855787,1514.2150466096045,8.452795059365275,59.373151237608326,6.436809810502956,547.5012660650777,2006
Uganda,81.83702891412165,17.096331441302187,9.749892960851552,27.810068494303408,1569.4365196246977,8.105457973297106,57.24652887178579,6.231931595717023,528.663295848654,2007
Uganda,83.49554061744921,16.5794877250373,10.123352273641624,26.862554350545633,1601.0835488283965,8.279106271868066,57.06267516155942,6.4845031935419195,519.9561476157487,2008
Uganda,83.35603780157439,16.12121716912672,9.667679401546353,28.00157294900844,1554.7439513644329,8.17109451967995,58.62121225400169,6.408239580999545,515.8717469769857,2009
Uganda,82.15894842559024,16.079104782334213,9.46877073307947,26.641631077230397,1502.8979802446004,8.156546977905288,57.78919270238876,6.282701835416324,501.8786452330887,2010
Uganda,84.70133317543123,15.49767483950236,9.461434247742934,27.260087084091673,1551.3301904882612,7.964502550459564,59.54974525014414,6.288619501179171,482.16191120251585,2011
Uganda,86.07485666427631,14.899738313433875,9.908744221486256,26.512990739737354,1620.7809522152602,7.668180477137271,61.45490273923872,6.089696483256695,503.9496485762051,2012
Uganda,83.78402007623413,14.935244216868782,9.661598486743832,25.84066496262549,1613.0275275066622,7.353966995488326,60.13605570300556,6.158196138021874,513.2142536523662,2013
Uganda,84.98433153744595,14.776183930217273,9.283063574685881,26.480096532284172,1551.4360966172894,7.3044393221754005,61.73212051356933,6.244763027798634,522.8710826242053,2014
Uganda,88.2004028996936,14.672687787587103,9.272712784048867,27.285536124375803,1502.8742077587265,7.1484441851926235,61.76801971238577,6.4959325358684294,538.3839268518105,2015
Uganda,87.95811248295394,14.139875591712649,9.655301766291608,26.558935075202868,1486.9762992720548,6.914396548136187,64.37081320397667,6.247598894217443,552.9001851805982,2016
Uganda,84.48772051894775,13.887990680854905,10.034807192393627,25.26481054606576,1432.4787142726034,6.997200708275814,61.607889513505896,6.51833501036075,555.942680950568,2017
Uganda,86.35817685153646,13.698509853151439,9.559367144202678,24.202910118955444,1427.8834692606197,6.870435315066479,59.80980145939717,6.600667563843263,543.5418479044758,2018
Uganda,87.81142603533898,13.498358050441796,9.27155825699298,24.207229984084048,1410.9700622593207,6.626320180466456,58.25058533538324,6.896886382681972,538.9253853081835,2019
Uganda,89.37064855702849,13.302205616712413,9.259929235907675,23.51578351487,1452.8339303867401,6.726710872876097,56.993636335146455,6.872917986064852,558.4129477338782,2020
Uganda,91.27266878430265,13.193878162957716,9.148182716239956,23.70160575806564,1424.1248848656755,6.4404871659611675,57.77553235988502,6.888652967421063,538.7439274347935,2021
Uganda,93.12888204043837,13.215252553747357,9.484053146361324,24.203031237682122,1366.8121153347834,6.612491540397917,55.15962916860675,7.1349790401065505,515.2477839108263,2022
Uganda,91.89909191591636,13.264647891709885,9.940436666372019,23.5433023433389,1378.9600575931377,6.878240567623014,54.375538358198554,7.0329870830098224,528.2021170637764,2023
Ukraine,12.249324370805681,49.44896108840889,7.867047803167258,48.67382753373004,8010.006923716628,13.152912452561946,69.94524939788303,1.370838948104561,3014.242988418199,2001
Ukraine,12.07883010842294,51.529880677205725,7.638232188131962,50.85160088346429,8243.571119248136,12.54643027715,73.09091230132967,1.3452694686110966,2969.1421012160063,2002
Ukraine,12.028229082394372,51.534838407089026,7.605319728491936,51.9899615274422,8457.658913536197,12.338187445832908,73.14359476223788,1.3827664102599964,2921.111596263726,2003
Ukraine,12.398124025279312,49.0216413407583,7.254784011325794,51.39374513180404,8221.507057687795,12.210356698261652,73.99527905837942,1.3480349183341338,2906.8022099569375,2004
Ukraine,11.902574838589372,50.9003709553195,7.280486339710382,50.16927228189786,8569.22521352328,12.397010709601997,75.93182608015955,1.2908566155648837,2946.982835200802,2005
Ukraine,11.998786710361411,52.38608915804703,6.959310673961528,52.123476044328875,8255.84175181591,12.586756418735225,73.82737596122294,1.3129944817961003,2970.619557436633,2006
Ukraine,12.190327039103808,52.65915395070036,6.96409230971907,50.251312334636715,8391.097317327165,12.94238896016105,75.98397366041603,1.3345697879963028,2941.924429289593,2007
Ukraine,12.684813117178923,50.63970950026663,7.004414504906995,50.822691979291235,8698.677982397021,13.037008159159353,78.02542897837021,1.3690808122278328,2891.7749339404163,2008
Ukraine,12.119128995319144,48.79526870106349,6.963414517692643,51.81971684629112,8943.573883110472,13.366466471075205,76.84507903063313,1.3481640278624614,2885.5161870637385,2009
Ukraine,12.35702829666449,48.29805297948865,6.810904852145766,51.39668636991281,9341.431480424575,13.350031833412013,79.64954302548716,1.3990476318341516,2847.7065200791203,2010
Ukraine,12.587023080991555,48.781203112703686,6.641538803545087,49.90096334284252,9074.821320155737,13.08158206000986,77.89746834301467,1.44508840019236,2944.209328043861,2011
Ukraine,12.561164332227115,48.7255295659319,6.848320552256088,52.340121244500004,8912.918868749013,12.665812134625533,76.4559789557224,1.4131010823891361,3025.2712603155746,2012
Ukraine,13.02228724932391,49.59638740668354,6.586511525382395,54.16102320946367,8912.091924254932,12.246927521554651,79.29152190725793,1.3919655663774375,3007.706293453471,2013
Ukraine,13.39477149853785,47.54377739291865,6.729194355501014,53.96901937398419,8768.753162687744,12.834734315127921,78.54928345322362,1.3948746920184547,3129.450421475558,2014
Ukraine,13.57436818445892,49.388153156642275,6.621944615258105,53.40256754767841,8830.897570815803,13.271057309535259,79.889587975247,1.4607172948854394,3134.3110073025227,2015
Ukraine,13.25461995763377,50.095641280436,6.31228976067481,53.95194625360704,8438.011798869906,13.694529961921637,81.41636229045666,1.4469491028553134,2991.6218843030506,2016
Ukraine,13.729428363189779,49.64969546018151,6.467665887808407,56.22074659709668,8703.26107067439,13.268657496749922,78.23494860951499,1.3853838739931148,3137.8980531462794,2017
Ukraine,13.107736090641945,52.1033818780929,6.223065001983419,56.010947988312985,8325.77204264423,13.165787944049326,77.15857196538187,1.4101889590650223,3290.639920569608,2018
Ukraine,12.770080065634811,54.50123147519539,6.248791953751066,55.897413449016504,8328.399362356304,13.203532693507473,75.3163450030971,1.4272928558910882,3242.009727683084,2019
Ukraine,13.07788809016985,51.97779307951742,6.141893252731034,55.20615584524464,8433.132555449472,12.688176630777571,71.85650147683714,1.4735010774100958,3233.1477010911567,2020
Ukraine,13.635648937614953,50.15299478411306,6.355981367038536,52.9069292431837,8672.992292889356,12.901509737788485,71.29626303609072,1.5111856242297657,3265.0968037161765,2021
Ukraine,13.519839157750267,49.8704769344437,6.44309264752428,51.35559583137455,8934.583566491676,13.31503530074883,71.16463346928707,1.4413236526973263,3263.6284108071177,2022
Ukraine,13.989818193809802,48.732310450585395,6.412717497865292,52.934374412280434,9350.220434680195,13.551635080045232,68.22729787515637,1.464317871822163,3215.8360087646365,2023
United Arab Emirates,8.660986380125404,75.0211854946713,3.4947805530942366,63.44461466276816,59403.90900848512,12.286440665639178,76.00411849662744,1.7860346644043572,35099.54130886211,2001
United Arab Emirates,8.666443514751615,77.42933922569826,3.3589327525026462,63.23737477183312,60982.813514340465,11.861695500818442,72.42904482036386,1.7183428045658333,34473.26059022288,2002
United Arab Emirates,8.402653884686273,76.49387185381917,3.3772940716351867,65.64745856199939,63145.136340674435,11.30100617210383,72.74305195312408,1.6918266674459155,35894.847924693095,2003
United Arab Emirates,8.03559453284228,79.69394179111919,3.3483468780076278,67.81868633438688,65176.13681288401,11.2854725549922,71.75568736113503,1.6637422712229741,35248.738926394646,2004
United Arab Emirates,7.663325641975965,79.14655235346117,3.439141442128067,68.31553335621746,65419.650942058346,11.307774610176272,73.11930608417231,1.6658877204182343,34145.37301608583,2005
United Arab Emirates,7.5818455905352415,79.17491781380022,3.3009996349189885,71.2992257421416,66432.448681212,11.690552465733536,75.01106601770546,1.685867958889822,33485.41759126314,2006
United Arab Emirates,7.869569792748189,79.44556984754732,3.16643224570041,71.50344766917536,65625.56977637281,11.739104106610537,76.50356212406014,1.7136926331535958,35088.26007026945,2007
United Arab Emirates,7.781591887702412,82.91136889450149,3.2103821329172737,68.13300256919325,66363.25920106946,11.756208795940719,79.77015889237013,1.700557784367672,35702.258994235344,2008
United Arab Emirates,7.732542824335944,83.41043776042349,3.301785175217989,65.51585090591294,64794.42586438846,11.683387005787809,77.05387739579848,1.6808454631746772,36944.869498127824,2009
United Arab Emirates,7.770344571015799,83.47017078894733,3.240432770642551,67.75707017867474,66993.44588043839,11.654206052498639,73.7270566459898,1.7647935946542692,36835.35062624088,2010
United Arab Emirates,7.7878762012047495,86.55924276713836,3.379733859943787,66.35951654049461,66904.99487414164,11.25961141939561,76.60569901708372,1.847233715102379,36672.34097132065,2011
United Arab Emirates,7.908806455012462,89.9131732227643,3.2424484988330518,63.91920405043342,64306.35225586397,11.395549249209093,72.86301168280528,1.8504084148947986,38410.651301271864,2012
United Arab Emirates,7.5552541233224915,93.17104318857128,3.152899301934347,62.34746780983865,66752.29512017053,11.699229732658178,74.76542098175584,1.825706110908368,37040.27751463168,2013
United Arab Emirates,7.257104151240011,93.45495019341764,3.0831813791035843,60.448918014963155,66420.05318147491,11.421104174423304,77.7048355970252,1.7844029140727466,37688.825807155525,2014
United Arab Emirates,7.615918321443353,93.26722555309041,3.2049265064505192,62.22263867520715,69511.30903469116,11.348890158521508,80.7570682694957,1.7981102788268812,38455.35578126667,2015
United Arab Emirates,7.38593054147261,89.6384209003085,3.3535212485908534,63.10048243915125,71798.06479718312,11.538515713287778,80.84113864330736,1.765215455809052,38506.50871334162,2016
United Arab Emirates,7.504985347806064,87.26878617594353,3.188500878735452,62.67826010337784,71832.59846505335,11.33304101069162,78.35759801465068,1.8124139522386222,38515.51319625964,2017
United Arab Emirates,7.877066473716794,84.81080597889505,3.1847313210449646,63.7201013161574,71601.58959439094,11.311951409474863,75.80818426142888,1.8567964360346365,37280.160504007654,2018
United Arab Emirates,7.6419455548229385,83.85204493697363,3.166408611886524,62.4740670085665,74016.84588582611,10.788377690375421,76.38516689570831,1.8582779847598008,36793.54029001971,2019
United Arab Emirates,7.688072338987628,85.42788502466212,3.3009249045500617,59.74309705807235,72303.37852158713,10.388516439495152,74.41033301736046,1.8720536798552991,38241.6782502559,2020
United Arab Emirates,8.059599524877676,82.41063474144302,3.1596497656074436,58.67452638212141,68804.52924260632,10.127330059353373,71.40313331425523,1.9148344896871008,37903.42863388502,2021
United Arab Emirates,8.140918963302651,81.46007115723387,3.1475278477323676,61.549685283805296,70953.15616116645,10.1675365854701,70.80249562624257,1.8762002758754308,37153.899338621144,2022
United Arab Emirates,8.26784828078713,80.957732047391,3.0953039719482676,60.699097542454,70322.78421086793,10.558708566956408,72.53375259463479,1.8591980968609856,37128.90696862072,2023
United Kingdom,5.072249819070541,28.06287457424538,9.292504806528294,31.765736943392227,37121.30963311851,1.5615842435503748,76.72585050653564,1.8618764452593655,39044.06863921734,2001
United Kingdom,5.241891731527612,27.42529347012614,9.308101882440495,31.0585589744358,35274.703857521985,1.5886386697953916,79.7914606290148,1.892824266003751,37151.785882158154,2002
United Kingdom,5.419608597447684,26.153765964533495,8.976310829584383,29.644591276054946,34097.57524029215,1.544373609440902,81.637498181709,1.9539452475175012,38623.5595923139,2003
United Kingdom,5.60854360577565,25.715284970468524,8.73967889302387,29.22273352995805,33386.94127159679,1.5172083722026002,82.31143188140196,1.9048096133829622,39749.46166797931,2004
United Kingdom,5.635289842084006,26.074577217135417,8.92200079357914,27.800368651047734,32210.40199472405,1.5014111103542873,81.68557419062657,1.8250604189851505,39395.38332879889,2005
United Kingdom,5.4198747719963505,26.734645692861832,8.68707628807114,27.310709391858936,31097.627714904345,1.5604565624298052,82.26711542336707,1.8913110868049958,39377.3269263183,2006
United Kingdom,5.463198506318585,26.991202578411873,8.900262403238143,26.87726277753566,29590.58868792756,1.5736582515831958,81.64742754393714,1.8840529959621015,40126.29808006119,2007
United Kingdom,5.272915894838087,25.782980624728097,8.862803781211761,27.355316541658336,30892.618301242335,1.618271487176625,85.55116740277158,1.930546743228741,39315.137245112244,2008
United Kingdom,5.49695058093729,25.31687986953327,8.571272113780589,26.91075446591441,31278.062709492537,1.5676129813840642,86.05723035278952,2.012466570469898,38620.460901903905,2009
United Kingdom,5.732583103603322,24.81712757322835,8.215954416041988,27.884343888516774,31788.12205478441,1.516655099815524,84.01216883374967,2.009086514519936,39889.19138732307,2010
United Kingdom,5.654859086884062,24.572530765404967,8.334027566981009,28.150564477856292,31478.342295538085,1.5566582303230947,79.91312578390084,1.9285304630700437,39109.91736895599,2011
United Kingdom,5.790711632923772,24.064794545400265,8.034535674777956,27.175813287122473,32521.749312613378,1.5862541472261706,77.18612104972843,1.9533773401979369,37272.76679038853,2012
United Kingdom,5.650331066760718,23.820931327948763,7.914263649715687,26.212836255450604,33583.45180958237,1.5675741236108593,76.18774105360983,2.0254515963546353,36772.33578513312,2013
United Kingdom,5.852884845530422,24.3854669769582,8.163412252875995,26.087765960927133,34033.86702785474,1.6150143775308625,73.50980977979803,1.978800744805614,35840.09523561151,2014
United Kingdom,5.6138955614919634,24.111185224908986,8.356247197916435,25.79141140206315,35318.8369116848,1.5352343800557386,75.78026719848941,2.0540671883258725,34118.07429948725,2015
United Kingdom,5.60047872900983,23.67463331516627,8.407037695126148,26.757776936793007,35333.92361361167,1.5678265114478653,75.93095472419989,2.040354948016421,33619.99391047294,2016
United Kingdom,5.333259717031811,24.179164837735804,8.542425530908545,26.805404752896166,35605.3468700637,1.6258242135324403,73.0025776994255,2.05460584821663,34438.8362096878,2017
United Kingdom,5.25258473908099,24.328171080314466,8.923412525856738,27.379486560204754,35255.52939931617,1.6806721274170715,75.67797900338857,1.9837743616760364,34136.17123869476,2018
United Kingdom,5.048998434440126,23.672323024110828,9.219306030601562,27.82465066646712,35243.73906336936,1.6438471249549642,78.98062428916612,2.0184720479097176,32989.17925690857,2019
United Kingdom,5.226480444852334,22.7704082523005,9.355894000066394,26.50952220745653,36604.86854671497,1.683081548180652,82.78910352128426,2.050307055201919,31524.89349453875,2020
United Kingdom,5.346202327782732,22.01569938620671,8.919555544681243,27.600877608463087,37543.17913103515,1.7278211753570463,84.7583370086413,2.0410574756039543,30989.31306540078,2021
United Kingdom,5.2772396171283535,21.338123733897316,9.071224731602417,26.290555051027322,38086.83465489113,1.7401637498718903,82.43703779650758,2.095933220991073,31048.513449556136,2022
United Kingdom,5.249298237531907,20.804756720288317,9.359755712383633,25.42839879990629,37137.619715170185,1.747354507553248,80.86086350976046,2.0854145757060643,29795.124096812913,2023
United States,7.415860573893098,12.241898704629554,17.68899075322381,15.699620153588791,48311.979652059934,1.2130385765039882,75.12348996572723,1.8629776334527297,49125.07892655126,2001
United States,7.630055398300569,12.193051703049905,17.467538276455116,16.36925642965439,49533.92661497692,1.2639893927945707,77.02603112196914,1.9556087926195556,50236.431116332984,2002
United States,7.821899462899414,12.66802815689019,17.03102119503378,16.95730984600316,51248.48384805316,1.2879313064480076,80.39496602947642,2.0140185520934466,52247.56495506503,2003
United States,7.431632285802882,12.85488668343782,17.538641809353656,16.78326152907003,52300.25028457635,1.2276920994745244,77.70334881277803,1.9745169368432771,54451.231361131715,2004
United States,7.664671491018201,12.935697392380748,18.28244977056658,16.49577371229463,52320.15894626329,1.2365718737676932,78.53095472303187,2.0486756422380856,56367.08963760666,2005
United States,7.84720026060424,13.442871340565745,17.653192950110746,15.887264482129067,52972.73488220457,1.2620839083782223,82.37195683753728,1.9706238150225057,56801.57338121336,2006
United States,8.125147686721956,14.052596192342389,17.20522430890971,15.11719439926772,52657.6016926874,1.2295619492572645,78.48878653127001,2.0459512729963985,58091.42516791109,2007
United States,8.07846506551388,14.707790155954841,17.509901668235074,14.691309369120603,52533.50187301077,1.2074336232195553,80.13745147619781,2.0491622511037715,58338.66818543764,2008
United States,8.228807237363766,14.502820580559499,17.14941199642473,14.249228771332252,50764.053879830346,1.2513476940722221,80.46720022944362,2.0307492063170534,57296.654013612475,2009
United States,8.261165349945111,13.821029832547001,16.59581142132162,13.671003977851472,49517.04070123071,1.270255823128386,77.8248137558633,2.0454105518253067,55896.91906773772,2010
United States,8.632842190018522,14.510611795621486,16.166287795884582,13.980206590551225,50156.6379902461,1.2928356468671645,75.99601553004544,1.9881693952292718,55782.541373769265,2011
United States,8.63363160701923,14.676825715114614,16.831973722751453,14.072781884835015,51904.44936092503,1.2556480287971794,73.26511275197606,2.0471905853967947,53129.677000798,2012
United States,8.42497429569495,15.12570940214305,17.669623959612316,14.325697893053407,52800.787198251564,1.2351352076210043,70.31403567804361,2.0274668315295052,52326.23710491461,2013
United States,8.811781156827871,15.036943808021329,17.823841163046396,14.605634598556266,52648.81752660447,1.2580232266452493,70.06291378750207,2.123128329865538,50930.522432948674,2014
United States,8.748644367120173,14.299082347135075,18.586015956543694,14.404140503856302,52465.73471763679,1.2611927497210025,73.12991725007498,2.132983843369981,51313.966726877516,2015
United States,8.69939268770538,13.977108370944034,18.299671339942762,14.479236742332393,52027.68274900443,1.2439960745258316,76.2650852153844,2.148713474553345,49607.99136849024,2016
United States,9.0997830636202,13.638007992561178,19.207665707260993,14.95101739561214,54614.872705957285,1.2579701353507544,74.88365666857536,2.1681043581255266,50357.48642404219,2017
United States,9.504906110344741,13.93114806594293,19.787466148103604,14.611259253997295,54119.71476879943,1.206454571578308,72.52596156044912,2.1926284290752336,51932.46163278772,2018
United States,9.968990450231459,14.561937702883082,18.83193278114242,15.16388910885573,56423.714351367234,1.2322919630732192,75.4892269291134,2.124117553548469,54279.32545207415,2019
United States,9.558165167534884,13.901966898512542,18.37137130182965,15.495626826571758,55249.40893338946,1.2823957236197896,78.17862631754625,2.114952189371383,52647.805628898655,2020
United States,9.664726161887643,14.498509467463375,18.62029227936843,15.639275798198668,54202.21990149986,1.2928540450019448,80.28064362950118,2.0093668329568177,50480.70060662779,2021
United States,9.377143161210236,13.801478040187373,18.28006554008799,15.799077024501958,55659.25563590785,1.3152253944246475,77.81451065674999,2.0933143546350528,52019.507239162966,2022
United States,9.039185559686004,14.176131353491742,18.140081343712815,15.050534667839,56827.78548352777,1.3250854951013284,79.59957165530686,2.0917004681783955,51326.40029824521,2023
Uruguay,10.352304849876907,25.374484303376075,7.996164409018764,26.300172275268384,16835.587954177037,4.750518973361514,78.6684122807411,2.169568709784528,12213.844503887449,2001
Uruguay,10.252087172921975,24.375684612826706,8.249803356202657,25.235513215092425,16817.922985108005,4.951844631367346,78.7750759666878,2.1450606971517447,12013.926304673389,2002
Uruguay,10.737498139738337,23.446661592550388,7.932726022382918,24.02868734563205,16460.20365425594,5.09504569438405,80.58721935536738,2.2018569802830816,11949.303905601704,2003
Uruguay,10.92853727256735,22.42684816261642,8.19233113183658,23.223871771225557,15942.909321050247,4.958343914718896,83.78147095598503,2.1752122524945223,12173.731677739213,2004
Uruguay,10.616359780183748,23.53518612969434,8.096986960740063,22.840927616197863,16022.876089891268,4.821727457020574,79.71703133270736,2.2368299072749576,12127.201699566718,2005
Uruguay,10.970571209493624,23.368460759698007,8.097343560096123,23.77287274193313,15953.813586623277,4.644315586116134,83.33518536947032,2.265297435742405,12674.805275121562,2006
Uruguay,10.92012992736284,22.71345531229456,8.024262722487194,23.786467567625976,15391.449295896291,4.836824605987332,80.42226525286037,2.3361020146384357,13140.824005324117,2007
Uruguay,10.554949596508521,22.376762417389152,7.936764879730576,24.5651589594129,15756.844956523455,4.7382042567657665,83.09579526361948,2.430982448936327,12595.315501852428,2008
Uruguay,10.860160437879292,22.542958320368275,7.838369050378803,23.53786653347407,15793.705443782634,4.850320268959652,84.73922639870145,2.417230793981253,12020.26251526538,2009
Uruguay,11.050424474814086,22.36824977750232,7.760062131648602,23.608874707126233,15432.054745110017,4.871763862545863,87.2133411421162,2.4571308396214655,11822.559388282247,2010
Uruguay,11.428606609601843,22.03458792364097,8.140973442022466,24.029359831976148,14809.630405420789,4.653743189743318,89.64512282511764,2.5565892324009605,12272.488573805904,2011
Uruguay,11.54880799106931,21.51452106333259,7.984931825094872,25.022083684579865,15084.314422050533,4.5114919973833825,89.13093217866822,2.57100994903495,11863.458946829916,2012
Uruguay,11.542138163616032,22.078946316002877,8.32364420559662,24.226618632240342,15204.017963006403,4.699056906551532,88.92474523175714,2.471734453451495,11881.243413743547,2013
Uruguay,11.53355159362398,22.94611849599902,8.223633064310356,24.354999400088033,14707.449221669358,4.556835563079833,93.21509088734564,2.4840744102036845,11638.757269450953,2014
Uruguay,12.049673209950683,23.72780095322382,7.84901474896143,25.025941902757893,15384.985283397831,4.726163368429688,92.74155559527212,2.5848557985422818,11213.25568981333,2015
Uruguay,11.60603370294706,24.598608886043948,7.5627235997773665,23.870185534979434,14640.677365211935,4.657735221605878,97.28573712580275,2.6733207732486557,11595.738578070715,2016
Uruguay,11.637766016657974,23.393974713674883,7.86412689718887,23.695393968771366,14621.17344598197,4.481142568801863,101.84047176610031,2.6777510671007816,11450.617834885461,2017
Uruguay,11.33737612244937,22.80775663704878,7.5576796049851644,23.52370164827057,15111.874677063919,4.668911579258131,101.16864256506436,2.5592198249263123,11234.21436786855,2018
Uruguay,11.792338785108747,23.862613633151636,7.6658915797809515,24.399065536155742,14973.086740777408,4.566387415085531,105.17952996015214,2.6352024112640473,10917.179140033155,2019
Uruguay,12.302672430571716,23.447229904023622,7.96484477401683,23.566412776441798,15174.366904868779,4.741800740447127,105.68408506494819,2.6506807994354986,11153.487504487493,2020
Uruguay,12.554506677511919,24.409739056019006,7.623255729186392,22.70669115888988,15152.069971048319,4.949888542167927,101.0084432050379,2.6694545989821683,11443.978104006117,2021
Uruguay,13.032553171329603,23.89914025573594,7.808252150708416,22.20519818326419,15790.74106144701,4.968961782926231,104.5088873864398,2.7124385152421024,11642.352321224846,2022
Uruguay,12.841694466121309,23.919102893564904,7.513016348826266,21.24326361846425,15042.14130327734,5.03997448265662,101.63101463706043,2.8030989605117873,11064.390389216309,2023
Uzbekistan,38.059276049621715,31.65647039692055,5.610592614579083,28.481990613271634,4341.800029936619,16.855122780491975,65.91641060612886,2.389964385192343,1397.5806138117755,2001
Uzbekistan,37.19088728380145,31.905246866475384,5.573193706624315,28.686231558044568,4504.28454918851,16.767552508566233,66.93984902375992,2.507111132844404,1409.031667216505,2002
Uzbekistan,35.78479117413954,32.11802546874776,5.638165884261261,29.73911859823416,4671.909810011998,17.162115793007068,70.1915904565996,2.5587146870055335,1400.194741503055,2003
Uzbekistan,37.47086433553646,30.52579812094069,5.501771715480099,29.862386853356426,4863.234824644274,16.336873607874384,68.75810358195666,2.549388542033827,1430.0417109468494,2004
Uzbekistan,37.47330219685145,29.08887836772566,5.266828989152576,29.06997916289035,4946.933764217211,17.1106990004902,66.43005379313496,2.5824332463084794,1431.1754400641057,2005
Uzbekistan,38.764240728850176,30.18148584874968,5.3472189255912985,28.48783446059549,5160.011142413783,16.645604024329856,63.25553426953448,2.466684274826557,1359.741068696659,2006
Uzbekistan,38.27353695551194,31.684653919153057,5.338356004798748,27.933148766002777,5417.136030902677,15.852359943873257,63.14113461351376,2.414886567120516,1425.2897974532689,2007
Uzbekistan,36.905703535691295,32.21005863282369,5.252268169304585,28.06933929165808,5228.580689962314,16.118836859225688,63.12452255200928,2.343339530917523,1424.4277495714855,2008
Uzbekistan,35.152877568151204,32.202701937270305,5.372021709659096,28.449631742708522,5052.357431133689,15.753415401992823,63.471384021905614,2.393640312010964,1477.6070076033538,2009
Uzbekistan,34.97053138881565,31.008289481724653,5.2832127492498255,29.217138734768223,5049.9237530780365,16.116156841540832,66.37223441281928,2.3863358561585346,1436.8760912870657,2010
Uzbekistan,35.20699235840005,29.94174647638109,5.171268268527742,28.658503171170093,4855.671554568941,15.416386870933037,63.057916875886576,2.3816456141676734,1433.9272391646882,2011
Uzbekistan,35.717851400812975,30.993795915500876,5.398157107959593,27.905860874124098,4887.134714447532,15.66443846950844,62.887612457571365,2.3289260951793533,1470.1702072395735,2012
Uzbekistan,34.99016173408324,29.605327067907186,5.524688116816301,28.302138619789112,4960.055914305471,16.12898664107449,63.24560107005007,2.2326554900956315,1496.2719076120788,2013
Uzbekistan,34.832290110926316,30.485509708932195,5.407390600477518,29.26553870368501,5163.554490043307,15.915466169687294,65.34430372161468,2.124389515609796,1544.5777314880552,2014
Uzbekistan,34.009687437280846,29.94223045122885,5.414937119407668,30.398338416148686,5062.713097771526,15.877644228022962,65.30585771537241,2.125712858942834,1473.1531642813002,2015
Uzbekistan,33.19442016863756,31.169204163102993,5.4366236087936155,29.591687227157202,4835.340103779843,15.753324879625145,67.3617327924137,2.2129292535301537,1498.282723545851,2016
Uzbekistan,33.568336266568494,30.58198943438835,5.514260403257651,29.914747784432812,4664.019454090095,16.42376048491364,70.62629626778926,2.305325245740567,1484.3359096928637,2017
Uzbekistan,32.70991867109849,30.14816594656597,5.564824333264528,30.31419253336789,4747.960499667345,15.781067128432001,69.88331544536578,2.3246348348100097,1507.004161483784,2018
